NodeID,ParentID,x,y,z,cost,active
1789,7,15.5626,0.270912,-95.7575,213.808,1
1790,7,15.5623,0.271371,-95.7569,213.808,1
1791,7,15.5625,0.271071,-95.7574,213.808,1
1792,1557,151.037,-32.6162,-20.7679,55.9539,1
1793,7,15.5623,0.271068,-95.757,213.808,1
1794,7,15.5625,0.270863,-95.7574,213.808,1
1795,7,15.5604,0.274695,-95.7515,213.808,1
1796,1271,101.752,-32.2334,-41.6072,108.164,1
1797,1457,37.9635,-4.41362,-83.8632,188.061,1
1798,7,15.5605,0.274583,-95.7517,213.808,1
1799,1788,77.2549,-21.08,-57.1736,138.461,1
1800,7,15.5625,0.270793,-95.7573,213.808,1
1801,7,15.5605,0.274384,-95.7515,213.808,1
1802,644,188.259,-37.3321,-5.40333,18.0974,1
1803,7,15.5623,0.271056,-95.7569,213.808,1
1804,7,15.5604,0.274733,-95.7514,213.808,1
1805,7,15.5622,0.271313,-95.7566,213.808,1
1806,7,15.5624,0.271108,-95.7571,213.808,1
1807,1323,204.779,-58.246,-2.43634,9.83718,1
1808,7,15.5605,0.274479,-95.7516,213.808,1
1809,7,15.5624,0.271227,-95.757,213.808,1
1810,1633,42.0269,-5.94851,-80.8714,182.856,1
1811,7,15.5625,0.271031,-95.7574,213.808,1
1812,1318,176.4,-33.8204,-5.70796,29.1776,1
1813,1034,104.592,-34.4012,-39.7349,104.522,1
1814,7,15.5604,0.274582,-95.7512,213.808,1
1815,7,15.5622,0.271304,-95.7566,213.808,1
1816,7,15.5624,0.271043,-95.7572,213.808,1
1817,7,15.5606,0.274588,-95.7518,213.808,1
1818,678,202.957,-50.859,-4.00209,5.04943,1
1819,1612,61.8199,-15.81,-67.2447,157.431,1
1820,7,15.5623,0.271049,-95.757,213.808,1
1821,1323,204.773,-58.2479,-2.45007,9.83924,1
1822,7,15.5626,0.270916,-95.7576,213.808,1
1823,7,15.5625,0.271057,-95.7573,213.808,1
1824,7,15.5626,0.27087,-95.7574,213.808,1
1825,7,15.562,0.271887,-95.7561,213.808,1
1826,1612,61.8203,-15.8103,-67.2456,157.431,1
1827,7,15.5624,0.271109,-95.757,213.808,1
1828,7,15.5625,0.270776,-95.7573,213.808,1
1829,7,15.5605,0.274668,-95.7515,213.808,1
1830,1668,35.9325,-3.70701,-85.2602,190.606,1
1831,1331,31.8334,-2.50373,-87.8252,195.574,1
1832,7,15.5605,0.274574,-95.7515,213.808,1
1833,1399,44.0443,-6.86999,-79.3,180.197,1
1834,7,15.5625,0.271124,-95.7574,213.808,1
1835,7,15.5623,0.271258,-95.7568,213.808,1
1836,14,29.7743,-1.96884,-88.9885,197.997,1
1837,1463,31.8308,-2.51914,-87.8283,195.574,1
1838,7,15.5621,0.271559,-95.7565,213.808,1
1839,1366,147.348,-32.5551,-22.2357,59.7579,1
1840,7,15.5623,0.271123,-95.7569,213.808,1
1841,1683,33.8817,-3.09679,-86.5818,193.11,1
1842,7,15.5623,0.271309,-95.7568,213.808,1
1843,1080,204.212,-54.5258,-3.2631,6.99056,1
1844,7,15.5605,0.27482,-95.7515,213.808,1
1845,7,15.5624,0.271253,-95.7572,213.808,1
1846,7,15.5622,0.271532,-95.7565,213.808,1
1847,7,15.5624,0.270971,-95.7572,213.808,1
1848,1612,61.8199,-15.8103,-67.2455,157.431,1
1849,1366,147.348,-32.5542,-22.2367,59.7581,1
1850,1612,61.819,-15.8109,-67.244,157.431,1
1851,1631,203.084,-65.3476,-0.972335,15.6847,1
1852,7,15.5619,0.271931,-95.7558,213.808,1
1853,7,15.5607,0.274224,-95.7524,213.808,1
1854,7,15.5625,0.270897,-95.7573,213.808,1
1855,7,15.5625,0.270898,-95.7572,213.808,1
1856,7,15.5625,0.270806,-95.7574,213.808,1
1857,7,15.5605,0.27464,-95.7515,213.808,1
1858,7,15.5606,0.274059,-95.7522,213.808,1
1859,7,15.5625,0.270998,-95.7573,213.808,1
1860,1331,31.8333,-2.50445,-87.8251,195.574,1
1861,7,15.5605,0.275009,-95.7516,213.808,1
1862,7,15.5625,0.270814,-95.7574,213.808,1
1863,14,29.7745,-1.96821,-88.9885,197.997,1
1864,1721,57.16,-13.4711,-70.3508,163.361,1
1865,7,15.5621,0.271486,-95.7564,213.808,1
1866,7,15.5626,0.270962,-95.7576,213.808,1
1867,1157,204.93,-54.1708,-3.0349,7.13535,1
1868,7,15.5605,0.274651,-95.7515,213.808,1
1869,7,15.5626,0.270903,-95.7574,213.808,1
1870,7,15.5625,0.271085,-95.7573,213.808,1
1871,1755,71.981,-19.6373,-60.8212,144.948,1
1872,1331,31.833,-2.50302,-87.8243,195.574,1
1873,7,15.5625,0.270784,-95.7573,213.808,1
1874,7,15.5625,0.271031,-95.7572,213.808,1
1875,7,15.5625,0.270978,-95.7574,213.808,1
1876,7,15.5605,0.274825,-95.7515,213.808,1
1877,1754,69.3559,-18.8342,-62.502,148.141,1
1878,7,15.5625,0.270803,-95.7574,213.808,1
1879,7,15.5609,0.273707,-95.7529,213.808,1
1880,14,29.7745,-1.96865,-88.9887,197.997,1
1881,1557,151.037,-32.6113,-20.7635,55.954,1
1882,7,15.5604,0.274688,-95.7514,213.808,1
1883,7,15.5622,0.271338,-95.7565,213.808,1
1884,7,15.5625,0.271008,-95.7573,213.808,1
1885,7,15.5621,0.271607,-95.7564,213.808,1
1886,7,15.5607,0.274125,-95.7524,213.808,1
1887,7,15.5623,0.271251,-95.7568,213.808,1
1888,7,15.5626,0.270915,-95.7575,213.808,1
1889,14,29.7747,-1.96795,-88.9889,197.997,1
1890,1633,42.0255,-5.94991,-80.8702,182.856,1
1891,7,15.5604,0.274561,-95.7514,213.808,1
1892,7,15.5622,0.271242,-95.7567,213.808,1
1893,1454,118.376,-31.6278,-33.5431,90.1394,1
1894,7,15.5623,0.271326,-95.7569,213.808,1
1895,7,15.5624,0.271027,-95.757,213.808,1
1896,678,202.953,-50.8609,-3.99985,5.04558,1
1897,1323,204.773,-58.2475,-2.44775,9.83825,1
1898,1366,147.347,-32.5592,-22.2342,59.7567,1
1899,7,15.5624,0.271052,-95.7571,213.808,1
1900,14,29.7745,-1.96832,-88.9886,197.997,1
1901,1650,123.075,-38.6363,-27.0924,82.3447,1
1902,1157,204.915,-54.1739,-3.02566,7.12276,1
1903,1871,74.6231,-20.3761,-59.0544,141.719,1
1904,14,29.7745,-1.96798,-88.9883,197.997,1
1905,1833,46.1041,-7.79888,-77.709,177.492,1
1906,7,15.5605,0.274652,-95.7516,213.808,1
1907,1612,61.8201,-15.8098,-67.245,157.431,1
1908,1175,86.2276,-28.3241,-48.8968,125.718,1
1909,1775,39.9941,-5.1729,-82.408,185.479,1
1910,1557,151.037,-32.5905,-20.7446,55.9539,1
1911,973,74.0195,-23.6518,-52.8021,139.116,1
1912,7,15.5607,0.274013,-95.7524,213.808,1
1913,7,15.5625,0.270985,-95.7574,213.808,1
1914,7,15.5606,0.274257,-95.752,213.808,1
1915,7,15.5605,0.274634,-95.7517,213.808,1
1916,7,15.5625,0.270979,-95.7572,213.808,1
1917,1775,39.9939,-5.17314,-82.4075,185.479,1
1918,7,15.5624,0.271108,-95.7571,213.808,1
1919,7,15.562,0.271713,-95.7562,213.808,1
1920,7,15.5623,0.271302,-95.7568,213.808,1
1921,7,15.5625,0.270861,-95.7573,213.808,1
1922,7,15.5604,0.274724,-95.7514,213.808,1
1923,7,15.562,0.271606,-95.7563,213.808,1
1924,7,15.5626,0.2709,-95.7574,213.808,1
1925,7,15.5604,0.274726,-95.7515,213.808,1
1926,7,15.5623,0.271031,-95.757,213.808,1
1927,7,15.5625,0.270902,-95.7573,213.808,1
1928,7,15.5625,0.270997,-95.7574,213.808,1
1929,7,15.5622,0.271513,-95.7565,213.808,1
1930,7,15.5625,0.271005,-95.7573,213.808,1
1931,1716,204.443,-61.9675,-1.79176,12.8908,1
1932,1683,33.8828,-3.09522,-86.5825,193.11,1
1933,1909,42.0149,-6.02255,-80.9005,182.861,1
1934,1036,48.122,-7.12181,-75.136,174.788,1
1935,7,15.5605,0.274522,-95.7515,213.808,1
1936,1775,39.9938,-5.17298,-82.4074,185.479,1
1937,7,15.5625,0.270978,-95.7574,213.808,1
1938,7,15.5625,0.270908,-95.7574,213.808,1
1939,7,15.5624,0.270897,-95.7572,213.808,1
1940,1683,33.8827,-3.09476,-86.5819,193.11,1
1941,7,15.5621,0.27158,-95.7563,213.808,1
1942,1764,74.6124,-20.3864,-59.0433,141.722,1
1943,1877,71.9875,-19.6345,-60.8314,144.947,1
1944,7,15.5624,0.270992,-95.7572,213.808,1
1945,7,15.5625,0.27108,-95.7573,213.808,1
1946,7,15.5626,0.271066,-95.7577,213.808,1
1947,7,15.5625,0.270806,-95.7574,213.808,1
1948,1792,154.783,-33.0272,-19.4412,52.0639,1
1949,7,15.5622,0.271389,-95.7567,213.808,1
1950,1557,151.039,-32.5718,-20.7331,55.9531,1
1951,7,15.5625,0.270953,-95.7573,213.808,1
1952,1233,120.011,-38.1924,-29.4957,86.0675,1
1953,14,29.7746,-1.96822,-88.9887,197.997,1
1954,7,15.5624,0.270888,-95.7571,213.808,1
1955,7,15.5625,0.270817,-95.7573,213.808,1
1956,7,15.5606,0.274454,-95.7518,213.808,1
1957,14,29.7745,-1.96797,-88.9884,197.997,1
1958,7,15.5624,0.270987,-95.7572,213.808,1
1959,1078,194.606,-42.3363,-5.32697,10.7799,1
1960,7,15.5605,0.274332,-95.7517,213.808,1
1961,7,15.5604,0.27462,-95.7513,213.808,1
1962,7,15.5624,0.271086,-95.7571,213.808,1
1963,14,29.7746,-1.96765,-88.9886,197.997,1
1964,7,15.5625,0.270982,-95.7575,213.808,1
1965,7,15.5624,0.271261,-95.7572,213.808,1
1966,7,15.5625,0.271019,-95.7573,213.808,1
1967,14,29.7743,-1.96932,-88.9889,197.997,1
1968,7,15.5624,0.271015,-95.7573,213.808,1
1969,1463,31.8305,-2.51971,-87.8279,195.574,1
1970,7,15.5625,0.270999,-95.7572,213.808,1
1971,7,15.5625,0.27115,-95.7574,213.808,1
1972,1463,31.831,-2.5192,-87.8286,195.574,1
1973,678,202.95,-50.8642,-4.00464,5.04842,1
1974,7,15.5604,0.274492,-95.7515,213.808,1
1975,1157,204.917,-54.1723,-3.0238,7.12228,1
1976,7,15.5625,0.271224,-95.7575,213.808,1
1977,7,15.5626,0.270944,-95.7576,213.808,1
1978,1463,31.8306,-2.51989,-87.8282,195.574,1
1979,7,15.5625,0.270956,-95.7573,213.808,1
1980,7,15.5624,0.271098,-95.7571,213.808,1
1981,7,15.5625,0.270965,-95.7574,213.808,1
1982,7,15.561,0.273466,-95.7533,213.808,1
1983,14,29.7742,-1.969,-88.9885,197.997,1
1984,7,15.5624,0.270939,-95.7572,213.808,1
1985,7,15.5605,0.27484,-95.7514,213.808,1
1986,7,15.5605,0.274659,-95.7516,213.808,1
1987,7,15.5622,0.271298,-95.7566,213.808,1
1988,7,15.5624,0.271241,-95.757,213.808,1
1989,14,29.7747,-1.96756,-88.9887,197.997,1
1990,1612,61.8193,-15.8104,-67.2445,157.431,1
1991,1331,31.8334,-2.5041,-87.8254,195.574,1
1992,7,15.5624,0.27113,-95.757,213.808,1
1993,1830,37.9761,-4.3644,-83.8602,188.061,1
1994,7,15.5605,0.274354,-95.7516,213.808,1
1995,7,15.5605,0.274599,-95.7516,213.808,1
1996,1020,108.269,-32.3374,-38.3028,100.964,1
1997,1323,204.772,-58.247,-2.44589,9.83711,1
1998,1948,158.525,-33.6217,-18.1368,48.1389,1
1999,7,15.5622,0.271188,-95.7568,213.808,1
2000,7,15.5622,0.271508,-95.7565,213.808,1
2001,447,107.692,-35.1864,-37.8992,100.879,1
2002,7,15.5623,0.271202,-95.757,213.808,1
2003,7,15.5607,0.27404,-95.7524,213.808,1
2004,7,15.5625,0.27079,-95.7573,213.808,1
2005,1720,67.0903,-17.4696,-51.653,146.257,1
2006,7,15.5625,0.271044,-95.7573,213.808,1
2007,7,15.5605,0.274614,-95.7516,213.808,1
2008,7,15.5625,0.270803,-95.7574,213.808,1
2009,1864,59.5032,-14.6553,-68.8742,160.413,1
2010,7,15.5621,0.271566,-95.7564,213.808,1
2011,7,15.5604,0.274792,-95.7514,213.808,1
2012,14,29.7746,-1.96805,-88.9885,197.997,1
2013,7,15.5624,0.271161,-95.757,213.808,1
2014,7,15.5608,0.273907,-95.7526,213.808,1
2015,7,15.5624,0.271115,-95.757,213.808,1
2016,1323,204.78,-58.2479,-2.44523,9.84159,1
2017,7,15.5625,0.270798,-95.7574,213.808,1
2018,7,15.5605,0.274603,-95.7516,213.808,1
2019,7,15.5624,0.270967,-95.7572,213.808,1
2020,7,15.5625,0.270924,-95.7572,213.808,1
2021,1931,203.252,-65.472,-1.40302,15.8723,1
2022,7,15.5625,0.270944,-95.7574,213.808,1
2023,1080,204.209,-54.5278,-3.27098,6.99411,1
2024,7,15.5621,0.271691,-95.7563,213.808,1
2025,7,15.5623,0.271199,-95.7569,213.808,1
2026,1948,158.522,-33.62,-18.1312,48.1399,1
2027,7,15.5605,0.274472,-95.7516,213.808,1
2028,7,15.5609,0.27352,-95.7531,213.808,1
2029,7,15.5625,0.271116,-95.7575,213.808,1
2030,7,15.5624,0.271035,-95.7571,213.808,1
2031,1683,33.8826,-3.09555,-86.5823,193.11,1
2032,7,15.5607,0.27412,-95.7523,213.808,1
2033,7,15.5624,0.271113,-95.757,213.808,1
2034,678,202.956,-50.8591,-4.00114,5.04829,1
2035,7,15.5625,0.271097,-95.7572,213.808,1
2036,7,15.5625,0.270843,-95.7575,213.808,1
2037,7,15.5625,0.270935,-95.7572,213.808,1
2038,7,15.5625,0.270933,-95.7573,213.808,1
2039,7,15.5612,0.272966,-95.754,213.808,1
2040,7,15.5606,0.274198,-95.7522,213.808,1
2041,7,15.5606,0.274235,-95.7519,213.808,1
2042,7,15.5622,0.271323,-95.7567,213.808,1
2043,7,15.5621,0.271428,-95.7564,213.808,1
2044,7,15.5624,0.271023,-95.7571,213.808,1
2045,1943,74.6407,-20.3724,-59.082,141.716,1
2046,7,15.5624,0.271179,-95.757,213.808,1
2047,1157,204.921,-54.173,-3.0287,7.12746,1
2048,1423,101.461,-33.6489,-41.4752,108.155,1
2049,7,15.5625,0.270751,-95.7573,213.808,1
2050,7,15.5604,0.274598,-95.7513,213.808,1
2051,7,15.5604,0.274749,-95.7514,213.808,1
2052,7,15.5622,0.271492,-95.7566,213.808,1
2053,7,15.5625,0.271115,-95.7572,213.808,1
2054,7,15.5622,0.271211,-95.7567,213.808,1
2055,1993,40.0152,-5.06449,-82.3843,185.476,1
2056,1366,147.346,-32.5517,-22.2337,59.7601,1
2057,7,15.5625,0.270788,-95.7574,213.808,1
2058,1331,31.8332,-2.50434,-87.8251,195.574,1
2059,1463,31.8308,-2.51887,-87.8281,195.574,1
2060,1683,33.8822,-3.0956,-86.5817,193.11,1
2061,2021,201.332,-68.57,-1.24982,18.6596,1
2062,1775,39.9939,-5.1697,-82.4063,185.479,1
2063,7,15.5624,0.270986,-95.7571,213.808,1
2064,1998,162.241,-34.3182,-16.7415,44.1811,1
2065,7,15.5617,0.271993,-95.7555,213.808,1
2066,7,15.5623,0.271279,-95.7568,213.808,1
2067,1034,104.593,-34.4006,-39.7383,104.522,1
2068,2021,201.337,-68.5742,-1.25001,18.6641,1
2069,1080,204.233,-54.5218,-3.25617,6.99768,1
2070,7,15.5623,0.2712,-95.7569,213.808,1
2071,7,15.5624,0.271061,-95.7572,213.808,1
2072,1683,33.8822,-3.09619,-86.5822,193.11,1
2073,14,29.7745,-1.9682,-88.9888,197.997,1
2074,7,15.5624,0.271,-95.7572,213.808,1
2075,7,15.5625,0.270815,-95.7574,213.808,1
2076,7,15.5625,0.270948,-95.7574,213.808,1
2077,7,15.5605,0.274639,-95.7518,213.808,1
2078,7,15.5625,0.270916,-95.7574,213.808,1
2079,7,15.5621,0.271594,-95.7563,213.808,1
2080,7,15.5623,0.271368,-95.7567,213.808,1
2081,7,15.5622,0.271477,-95.7566,213.808,1
2082,1830,37.9767,-4.36447,-83.8613,188.061,1
2083,7,15.5625,0.270978,-95.7573,213.808,1
2084,7,15.5625,0.271059,-95.7573,213.808,1
2085,7,15.5604,0.274644,-95.7514,213.808,1
2086,7,15.5605,0.274774,-95.7516,213.808,1
2087,7,15.5625,0.27095,-95.7573,213.808,1
2088,7,15.5624,0.271333,-95.757,213.808,1
2089,7,15.5606,0.27419,-95.7522,213.808,1
2090,7,15.5622,0.2712,-95.7568,213.808,1
2091,7,15.5625,0.271008,-95.7573,213.808,1
2092,1959,197.496,-45.1233,-5.11157,7.49544,1
2093,2023,204.722,-58.255,-2.48309,9.82904,1
2094,2068,198.875,-71.1856,-1.24977,21.2523,1
2095,7,15.5606,0.274759,-95.7517,213.808,1
2096,1864,59.5035,-14.6537,-68.874,160.413,1
2097,1683,33.8822,-3.09557,-86.5817,193.11,1
2098,7,15.5623,0.271074,-95.7569,213.808,1
2099,7,15.5604,0.274749,-95.7514,213.808,1
2100,1909,42.0138,-6.02387,-80.9002,182.862,1
2101,7,15.5608,0.27384,-95.7526,213.808,1
2102,7,15.5605,0.274502,-95.7516,213.808,1
2103,7,15.5625,0.271088,-95.7572,213.808,1
2104,1998,162.23,-34.3489,-16.7416,44.1797,1
2105,1998,162.234,-34.3382,-16.7417,44.1796,1
2106,14,29.7746,-1.96766,-88.9885,197.997,1
2107,1933,44.0238,-6.95197,-79.3368,180.211,1
2108,7,15.5623,0.271242,-95.7568,213.808,1
2109,7,15.5626,0.271007,-95.7575,213.808,1
2110,2092,200.015,-48.2024,-4.70222,5.03413,1
2111,14,29.7746,-1.9678,-88.9887,197.997,1
2112,7,15.5624,0.271006,-95.7572,213.808,1
2113,1676,169.597,-32.3858,-12.3661,37.2494,1
2114,934,59.4032,-13.7707,-62.1504,157.933,1
2115,1668,35.9326,-3.70752,-85.2604,190.605,1
2116,2107,46.0278,-7.92249,-77.7026,177.526,1
2117,7,15.5626,0.270884,-95.7574,213.808,1
2118,7,15.5623,0.271183,-95.7569,213.808,1
2119,2115,37.9742,-4.37147,-83.861,188.061,1
2120,7,15.5606,0.274525,-95.7518,213.808,1
2121,7,15.5626,0.27089,-95.7575,213.808,1
2122,7,15.562,0.271647,-95.7561,213.808,1
2123,1683,33.883,-3.09468,-86.5822,193.11,1
2124,7,15.5605,0.274847,-95.7514,213.808,1
2125,1943,74.6403,-20.3752,-59.0821,141.716,1
2126,1683,33.8824,-3.09469,-86.5813,193.11,1
2127,7,15.5605,0.274664,-95.7515,213.808,1
2128,7,15.5624,0.270937,-95.7571,213.808,1
2129,7,15.5606,0.274099,-95.7522,213.808,1
2130,335,104.619,-34.3004,-39.7625,104.523,1
2131,7,15.5625,0.270944,-95.7574,213.808,1
2132,7,15.5625,0.270806,-95.7574,213.808,1
2133,7,15.5625,0.271014,-95.7575,213.808,1
2134,7,15.5622,0.271236,-95.7567,213.808,1
2135,7,15.5625,0.270925,-95.7574,213.808,1
2136,2094,196.013,-73.2457,-1.39268,23.6263,1
2137,2082,40.0177,-5.06792,-82.3901,185.476,1
2138,7,15.5626,0.270911,-95.7575,213.808,1
2139,7,15.5625,0.270739,-95.7574,213.808,1
2140,1008,101.497,-33.5695,-41.5069,108.147,1
2141,1998,162.238,-34.3267,-16.7399,44.1798,1
2142,2092,200.003,-48.2063,-4.70168,5.0322,1
2143,1255,37.9432,-4.43003,-83.8395,188.064,1
2144,7,15.5624,0.271066,-95.7571,213.808,1
2145,7,15.5625,0.27098,-95.7574,213.808,1
2146,14,29.7744,-1.96896,-88.9887,197.997,1
2147,7,15.5624,0.271002,-95.7571,213.808,1
2148,7,15.5625,0.270831,-95.7574,213.808,1
2149,7,15.5625,0.271077,-95.7571,213.808,1
2150,7,15.5625,0.271234,-95.7573,213.808,1
2151,7,15.5625,0.270853,-95.7572,213.808,1
2152,1877,71.9881,-19.6343,-60.832,144.947,1
2153,7,15.5625,0.270902,-95.7573,213.808,1
2154,7,15.5605,0.274866,-95.7515,213.808,1
2155,7,15.5624,0.270958,-95.7571,213.808,1
2156,7,15.5605,0.274403,-95.7517,213.808,1
2157,7,15.562,0.271776,-95.756,213.808,1
2158,7,15.5624,0.27093,-95.7572,213.808,1
2159,7,15.5623,0.27108,-95.7569,213.808,1
2160,1331,31.8332,-2.50298,-87.8248,195.574,1
2161,1754,69.3562,-18.8346,-62.5032,148.141,1
2162,7,15.5623,0.27118,-95.7568,213.808,1
2163,2009,61.9145,-15.8142,-67.412,157.419,1
2164,7,15.5605,0.274493,-95.7515,213.808,1
2165,7,15.5626,0.27096,-95.7575,213.808,1
2166,1799,79.9315,-21.6818,-55.2351,135.164,1
2167,7,15.5625,0.27075,-95.7574,213.808,1
2168,7,15.5623,0.271364,-95.7567,213.808,1
2169,7,15.5624,0.271035,-95.757,213.808,1
2170,7,15.5606,0.275017,-95.7516,213.808,1
2171,7,15.5625,0.271064,-95.7572,213.808,1
2172,7,15.5625,0.270864,-95.7573,213.808,1
2173,529,110.746,-36.0559,-35.9259,97.2179,1
2174,1366,147.337,-32.5444,-22.224,59.7658,1
2175,7,15.5623,0.271259,-95.7569,213.808,1
2176,1331,31.8332,-2.50359,-87.8249,195.574,1
2177,7,15.5626,0.271075,-95.7577,213.808,1
2178,7,15.5626,0.270878,-95.7575,213.808,1
2179,7,15.5624,0.270958,-95.7572,213.808,1
2180,7,15.5625,0.2709,-95.7575,213.808,1
2181,7,15.5624,0.271363,-95.757,213.808,1
2182,7,15.5604,0.274541,-95.7515,213.808,1
2183,7,15.5625,0.270891,-95.7574,213.808,1
2184,2152,74.6418,-20.3646,-59.0804,141.716,1
2185,7,15.5605,0.274504,-95.7518,213.808,1
2186,1463,31.8308,-2.51968,-87.8285,195.574,1
2187,2113,173.333,-32.3732,-10.5117,33.6498,1
2188,7,15.5625,0.270815,-95.7573,213.808,1
2189,7,15.5605,0.27454,-95.7516,213.808,1
2190,7,15.5619,0.272043,-95.7558,213.808,1
2191,2093,204.262,-61.9426,-1.84219,12.8134,1
2192,7,15.5623,0.271063,-95.757,213.808,1
2193,7,15.5624,0.271003,-95.7572,213.808,1
2194,7,15.5626,0.271016,-95.7576,213.808,1
2195,2082,40.0183,-5.06781,-82.3909,185.476,1
2196,7,15.5623,0.271152,-95.757,213.808,1
2197,7,15.5623,0.27131,-95.7568,213.808,1
2198,7,15.5625,0.270825,-95.7573,213.808,1
2199,14,29.7746,-1.96872,-88.9894,197.997,1
2200,1366,147.345,-32.553,-22.2319,59.7599,1
2201,1901,126.162,-38.9301,-24.6138,78.6153,1
2202,2125,77.295,-21.1092,-57.2467,138.45,1
2203,1683,33.8825,-3.09519,-86.582,193.11,1
2204,1683,33.8821,-3.09625,-86.5822,193.11,1
2205,7,15.5625,0.270711,-95.7574,213.808,1
2206,7,15.5623,0.271125,-95.757,213.808,1
2207,7,15.5605,0.274881,-95.7515,213.808,1
2208,7,15.5626,0.270866,-95.7575,213.808,1
2209,1683,33.8825,-3.09515,-86.5818,193.11,1
2210,1901,126.161,-38.9331,-24.6133,78.6156,1
2211,7,15.5626,0.27087,-95.7575,213.808,1
2212,2210,129.296,-39.0037,-22.1043,74.8905,1
2213,7,15.5606,0.274145,-95.752,213.808,1
2214,7,15.5624,0.27099,-95.7571,213.808,1
2215,7,15.5626,0.270822,-95.7574,213.808,1
2216,252,98.4073,-32.6687,-43.1754,111.739,1
2217,7,15.5622,0.271424,-95.7566,213.808,1
2218,7,15.5623,0.271438,-95.7569,213.808,1
2219,2163,64.4751,-16.8824,-66.0784,154.37,1
2220,7,15.5625,0.271231,-95.7574,213.808,1
2221,7,15.5625,0.270899,-95.7573,213.808,1
2222,7,15.5625,0.270987,-95.7572,213.808,1
2223,7,15.5625,0.271136,-95.7572,213.808,1
2224,7,15.5607,0.274206,-95.7521,213.808,1
2225,7,15.5623,0.2712,-95.7569,213.808,1
2226,7,15.5625,0.270992,-95.7574,213.808,1
2227,14,29.7745,-1.96801,-88.9885,197.997,1
2228,2125,77.2946,-21.1129,-57.2489,138.45,1
2229,7,15.5606,0.274728,-95.7519,213.808,1
2230,7,15.5605,0.274705,-95.7516,213.808,1
2231,7,15.5625,0.270709,-95.7574,213.808,1
2232,7,15.5625,0.270875,-95.7573,213.808,1
2233,595,101.742,-32.3042,-41.5819,108.152,1
2234,2219,67.1674,-17.7958,-64.8449,151.283,1
2235,2234,69.9574,-18.5285,-63.6422,148.162,1
2236,2023,204.723,-58.2544,-2.47968,9.82796,1
2237,7,15.5625,0.27089,-95.7573,213.808,1
2238,1998,162.237,-34.3295,-16.7403,44.18,1
2239,7,15.5622,0.271356,-95.7567,213.808,1
2240,7,15.5607,0.273956,-95.7524,213.808,1
2241,7,15.5625,0.270808,-95.7574,213.808,1
2242,7,15.5624,0.271013,-95.7571,213.808,1
2243,1683,33.8825,-3.09493,-86.5816,193.11,1
2244,7,15.5607,0.274217,-95.7523,213.808,1
2245,2115,37.9741,-4.37167,-83.861,188.061,1
2246,7,15.5623,0.271081,-95.757,213.808,1
2247,7,15.5605,0.274392,-95.7518,213.808,1
2248,1157,204.919,-54.1701,-3.02218,7.12166,1
2249,7,15.5625,0.270864,-95.7574,213.808,1
2250,7,15.5605,0.274505,-95.7517,213.808,1
2251,7,15.5625,0.270776,-95.7574,213.808,1
2252,7,15.5622,0.27132,-95.7567,213.808,1
2253,14,29.7746,-1.96785,-88.9885,197.997,1
2254,1175,86.2272,-28.3223,-48.8953,125.718,1
2255,678,202.949,-50.8636,-3.99948,5.04366,1
2256,7,15.5623,0.271112,-95.7568,213.808,1
2257,2115,37.9744,-4.37111,-83.8609,188.061,1
2258,7,15.5623,0.271403,-95.7568,213.808,1
2259,14,29.7747,-1.96827,-88.9893,197.997,1
2260,2023,204.721,-58.253,-2.4725,9.824,1
2261,7,15.5609,0.273636,-95.753,213.808,1
2262,7,15.5626,0.271021,-95.7576,213.808,1
2263,1467,107.685,-35.1779,-37.8509,100.869,1
2264,2235,72.7893,-19.1396,-62.392,145.009,1
2265,7,15.5624,0.271199,-95.7569,213.808,1
2266,7,15.5608,0.273994,-95.7526,213.808,1
2267,1742,83.1266,-27.4209,-50.137,129.162,1
2268,7,15.5624,0.270969,-95.7571,213.808,1
2269,2064,165.932,-35.0176,-15.2226,40.2102,1
2270,7,15.5606,0.27481,-95.7517,213.808,1
2271,2264,75.6301,-19.6852,-61.052,141.825,1
2272,841,191.54,-39.699,-5.42675,14.3922,1
2273,7,15.5625,0.270912,-95.7573,213.808,1
2274,2271,78.4664,-20.226,-59.6143,138.603,1
2275,14,29.7746,-1.96791,-88.9886,197.997,1
2276,7,15.5624,0.27112,-95.757,213.808,1
2277,823,113.837,-36.9024,-33.9134,93.5186,1
2278,2274,81.3024,-20.7544,-58.0893,135.347,1
2279,7,15.5609,0.273773,-95.753,213.808,1
2280,7,15.5625,0.270767,-95.7574,213.808,1
2281,7,15.5624,0.27102,-95.7572,213.808,1
2282,7,15.5607,0.274069,-95.7524,213.808,1
2283,14,29.7745,-1.96856,-88.9887,197.997,1
2284,2235,72.7897,-19.1395,-62.3922,145.009,1
2285,7,15.5622,0.271456,-95.7566,213.808,1
2286,14,29.7747,-1.96771,-88.9885,197.997,1
2287,306,66.1055,-19.0692,-57.097,148.81,1
2288,1998,162.236,-34.329,-16.7402,44.1805,1
2289,14,29.7746,-1.96791,-88.9886,197.997,1
2290,7,15.5625,0.270921,-95.7574,213.808,1
2291,7,15.5624,0.271133,-95.757,213.808,1
2292,1931,203.244,-65.466,-1.40515,15.865,1
2293,542,68.5889,-20.7191,-55.5737,145.653,1
2294,7,15.5605,0.274759,-95.7515,213.808,1
2295,7,15.5604,0.274689,-95.7514,213.808,1
2296,7,15.5625,0.271012,-95.7573,213.808,1
