NodeID,ParentID,x,y,z,cost,active
5561,7,15.5623,0.271387,-95.7568,213.808,1
5562,14,29.7746,-1.96801,-88.9886,197.997,1
5563,7,15.5624,0.271099,-95.7571,213.808,1
5564,7,15.5605,0.274666,-95.7516,213.808,1
5565,4267,89.8289,-21.9482,-53.0254,125.444,1
5566,7,15.5625,0.27084,-95.7573,213.808,1
5567,7,15.5621,0.271368,-95.7565,213.808,1
5568,7,15.5624,0.271122,-95.757,213.808,1
5569,14,29.7743,-1.96872,-88.9886,197.997,1
5570,5505,117.395,-32.1681,-41.0119,93.9335,1
5571,5389,31.8308,-2.52838,-87.8334,195.574,1
5572,7,15.5625,0.270827,-95.7574,213.808,1
5573,7,15.5624,0.27106,-95.7572,213.808,1
5574,5497,216.444,-73.6482,-0.0858334,28.8035,1
5575,7,15.5623,0.271234,-95.7568,213.808,1
5576,7,15.5607,0.274071,-95.7522,213.808,1
5577,2793,74.7294,-22.2999,-40.2465,134.461,1
5578,7,15.5623,0.271084,-95.7569,213.808,1
5579,5159,219.346,-62.84,-0.995943,23.2404,1
5580,14,29.7745,-1.9686,-88.9889,197.997,1
5581,7,15.5624,0.271188,-95.757,213.808,1
5582,4528,177.845,-38.3054,-15.0117,29.2054,1
5583,7,15.5624,0.270979,-95.7572,213.808,1
5584,7,15.5624,0.271195,-95.757,213.808,1
5585,3851,196.621,-43.3485,-8.7304,11.4838,1
5586,7,15.5626,0.270903,-95.7575,213.808,1
5587,7,15.562,0.271824,-95.7561,213.808,1
5588,7,15.5621,0.271546,-95.7564,213.808,1
5589,7,15.5621,0.27143,-95.7564,213.808,1
5590,7,15.5624,0.270957,-95.7571,213.808,1
5591,4528,177.844,-38.3201,-15.0109,29.1996,1
5592,7,15.5606,0.274176,-95.7521,213.808,1
5593,7,15.5625,0.271041,-95.7574,213.808,1
5594,4632,46.2308,-7.88684,-78.0621,177.517,1
5595,7,15.5624,0.271252,-95.7571,213.808,1
5596,7,15.5621,0.271587,-95.7563,213.808,1
5597,7,15.5622,0.271291,-95.7567,213.808,1
5598,5505,117.397,-32.1671,-41.016,93.9337,1
5599,7,15.5625,0.270919,-95.7573,213.808,1
5600,7,15.5624,0.27119,-95.7571,213.808,1
5601,7,15.5607,0.273791,-95.7525,213.808,1
5602,5389,31.8308,-2.52871,-87.8336,195.574,1
5603,7,15.5605,0.274216,-95.7518,213.808,1
5604,7,15.5623,0.271333,-95.7568,213.808,1
5605,4826,200.35,-44.6874,-7.54967,9.23814,1
5606,7,15.5625,0.270871,-95.7573,213.808,1
5607,7,15.5606,0.27445,-95.7518,213.808,1
5608,7,15.5625,0.270947,-95.7574,213.808,1
5609,7,15.5624,0.271202,-95.7571,213.808,1
5610,7,15.5624,0.271234,-95.757,213.808,1
5611,14,29.7742,-1.97022,-88.9894,197.997,1
5612,4562,216.783,-55.4402,-2.40449,17.806,1
5613,7,15.5623,0.271471,-95.7568,213.808,1
5614,7,15.5623,0.271197,-95.757,213.808,1
5615,7,15.5624,0.271222,-95.7569,213.808,1
5616,7,15.5625,0.271026,-95.7574,213.808,1
5617,4475,216.769,-55.4572,-2.43538,17.802,1
5618,7,15.5621,0.271501,-95.7563,213.808,1
5619,14,29.7746,-1.96856,-88.9892,197.997,1
5620,5159,219.345,-62.8425,-1.01205,23.2414,1
5621,4894,81.2258,-21.5852,-58.4375,135.387,1
5622,7,15.5623,0.27132,-95.7568,213.808,1
5623,7,15.5622,0.271411,-95.7567,213.808,1
5624,7,15.5624,0.271124,-95.7572,213.808,1
5625,7,15.5624,0.271165,-95.7569,213.808,1
5626,7,15.5624,0.271019,-95.757,213.808,1
5627,7,15.5604,0.274538,-95.7513,213.808,1
5628,7,15.5604,0.274567,-95.7514,213.808,1
5629,7,15.5624,0.270865,-95.7572,213.808,1
5630,14,29.7745,-1.96815,-88.9886,197.997,1
5631,7,15.5605,0.274525,-95.7515,213.808,1
5632,7,15.5606,0.274178,-95.7519,213.808,1
5633,5132,78.3821,-20.895,-59.8559,138.639,1
5634,7,15.5624,0.270943,-95.7572,213.808,1
5635,7,15.5621,0.271482,-95.7564,213.808,1
5636,7,15.5605,0.274855,-95.7515,213.808,1
5637,7,15.5623,0.271233,-95.7569,213.808,1
5638,5510,131.805,-28.4855,-33.7484,79.0724,1
5639,4475,216.764,-55.4623,-2.45386,17.8011,1
5640,7,15.5625,0.270963,-95.7572,213.808,1
5641,7,15.5625,0.271001,-95.7573,213.808,1
5642,7,15.5605,0.27453,-95.7517,213.808,1
5643,7,15.5623,0.271276,-95.7569,213.808,1
5644,7,15.5626,0.270995,-95.7575,213.808,1
5645,7,15.5606,0.274949,-95.7518,213.808,1
5646,4353,87.2752,-33.5647,-33.2373,118.666,1
5647,7,15.5605,0.274501,-95.7518,213.808,1
5648,7,15.5625,0.270879,-95.7574,213.808,1
5649,7,15.5626,0.270817,-95.7574,213.808,1
5650,4528,177.842,-38.3207,-15.0093,29.2001,1
5651,7,15.5625,0.270925,-95.7573,213.808,1
5652,14,29.7743,-1.96924,-88.9889,197.997,1
5653,7,15.5624,0.271139,-95.757,213.808,1
5654,7,15.5623,0.271201,-95.7568,213.808,1
5655,5639,218.373,-59.0708,-1.78984,20.5682,1
5656,7,15.5605,0.274447,-95.7515,213.808,1
5657,7,15.5625,0.270959,-95.7573,213.808,1
5658,5442,128.364,-28.1003,-35.2998,82.8094,1
5659,5336,35.9113,-3.86075,-85.3103,190.609,1
5660,7,15.5624,0.271027,-95.757,213.808,1
5661,7,15.5624,0.271052,-95.7571,213.808,1
5662,7,15.5622,0.271513,-95.7566,213.808,1
5663,4777,33.8709,-3.16283,-86.5979,193.111,1
5664,7,15.5625,0.270936,-95.7574,213.808,1
5665,2096,61.896,-15.8345,-67.3907,157.421,1
5666,7,15.5625,0.270844,-95.7573,213.808,1
5667,4818,125.009,-27.8507,-36.9824,86.4979,1
5668,5598,120.363,-33.5114,-39.3186,90.332,1
5669,5528,37.9339,-4.64527,-83.9556,188.072,1
5670,5646,90.4401,-35.4495,-32.9423,115.327,1
5671,7,15.5623,0.27105,-95.7569,213.808,1
5672,7,15.5605,0.274466,-95.7517,213.808,1
5673,4757,87.1541,-33.701,-32.8115,118.644,1
5674,7,15.5625,0.27109,-95.7574,213.808,1
5675,7,15.5624,0.271077,-95.7571,213.808,1
5676,7,15.5624,0.271032,-95.7571,213.808,1
5677,5558,39.9439,-5.50449,-82.5418,185.502,1
5678,5300,114.407,-30.8332,-42.6354,97.526,1
5679,7,15.5605,0.27429,-95.7517,213.808,1
5680,7,15.5624,0.27091,-95.7572,213.808,1
5681,7,15.5625,0.270798,-95.7574,213.808,1
5682,7,15.5623,0.271089,-95.757,213.808,1
5683,7,15.5624,0.271088,-95.7571,213.808,1
5684,355,148.093,-34.5447,-12.3155,55.5417,1
5685,7,15.5624,0.270996,-95.7571,213.808,1
5686,5598,120.363,-33.51,-39.3179,90.332,1
5687,7,15.5625,0.270979,-95.7572,213.808,1
5688,7,15.5624,0.271009,-95.7572,213.808,1
5689,7,15.5623,0.271139,-95.757,213.808,1
5690,4276,211.183,-47.3531,-2.32165,11.7244,1
5691,5050,105.289,-27.5014,-47.1582,108.168,1
5692,7,15.5623,0.271173,-95.7568,213.808,1
5693,7,15.5624,0.271103,-95.7572,213.808,1
5694,5655,218.978,-62.9167,-1.3105,22.9939,1
5695,14,29.7744,-1.96826,-88.9882,197.997,1
5696,7,15.5625,0.270751,-95.7573,213.808,1
5697,7,15.5605,0.27468,-95.7516,213.808,1
5698,7,15.5624,0.271116,-95.757,213.808,1
5699,7,15.5624,0.271099,-95.7571,213.808,1
5700,7,15.5625,0.270987,-95.7575,213.808,1
5701,7,15.5623,0.271057,-95.7569,213.808,1
5702,7,15.5625,0.270821,-95.7574,213.808,1
5703,5670,93.6623,-37.2114,-32.5909,111.953,1
5704,5514,211.356,-48.5197,-3.21624,11.8949,1
5705,3887,75.5948,-20.116,-61.2642,141.856,1
5706,5055,128.342,-28.0895,-35.2422,82.807,1
5707,7,15.5624,0.271157,-95.7571,213.808,1
5708,7,15.5624,0.271004,-95.7572,213.808,1
5709,5673,90.103,-35.8625,-31.953,115.318,1
5710,5545,164.916,-75.4322,-7.28708,43.9405,1
5711,4475,216.76,-55.4633,-2.44999,17.7974,1
5712,4528,177.839,-38.3119,-15.0017,29.2021,1
5713,7,15.5625,0.270969,-95.7574,213.808,1
5714,5519,102.221,-26.6259,-48.6381,111.681,1
5715,5389,31.8309,-2.52811,-87.8337,195.574,1
5716,3324,87.0557,-21.3053,-54.8383,128.791,1
5717,5389,31.8309,-2.52796,-87.8336,195.574,1
5718,7,15.5606,0.274164,-95.7521,213.808,1
5719,7,15.5606,0.274411,-95.7519,213.808,1
5720,5300,114.407,-30.8333,-42.6357,97.526,1
5721,2715,57.1487,-13.4802,-70.3371,163.363,1
5722,14,29.7746,-1.96801,-88.9887,197.997,1
5723,4690,207.766,-47.3411,-4.99317,9.60774,1
5724,7,15.5625,0.270917,-95.7573,213.808,1
5725,7,15.5608,0.273941,-95.7526,213.808,1
5726,7,15.5624,0.271011,-95.7572,213.808,1
5727,7,15.5624,0.271199,-95.7571,213.808,1
5728,7,15.5625,0.270977,-95.7573,213.808,1
5729,4894,81.2262,-21.5839,-58.4393,135.388,1
5730,7,15.5626,0.270844,-95.7575,213.808,1
5731,7,15.5625,0.271003,-95.7571,213.808,1
5732,7,15.5624,0.270974,-95.7571,213.808,1
5733,7,15.5624,0.271093,-95.7571,213.808,1
5734,7,15.5623,0.271295,-95.7568,213.808,1
5735,7,15.5623,0.271113,-95.7569,213.808,1
5736,5714,105.312,-27.5166,-47.2304,108.176,1
5737,7,15.5625,0.270789,-95.7574,213.808,1
5738,7,15.5606,0.274365,-95.7519,213.808,1
5739,5715,33.8854,-3.12609,-86.6043,193.11,1
5740,7,15.5624,0.270954,-95.7572,213.808,1
5741,7,15.5625,0.270867,-95.7574,213.808,1
5742,5558,39.9439,-5.50654,-82.5431,185.502,1
5743,7,15.5605,0.274829,-95.7515,213.808,1
5744,7,15.5605,0.274639,-95.7514,213.808,1
5745,7,15.5605,0.274784,-95.7517,213.808,1
5746,7,15.5624,0.271184,-95.757,213.808,1
5747,7,15.5605,0.274597,-95.7516,213.808,1
5748,7,15.5606,0.274307,-95.7519,213.808,1
5749,5336,35.9112,-3.86057,-85.3101,190.609,1
5750,7,15.5623,0.271298,-95.7568,213.808,1
5751,7,15.5605,0.274683,-95.7516,213.808,1
5752,7,15.5623,0.271213,-95.7569,213.808,1
5753,4771,89.9543,-23.627,-54.0585,125.411,1
5754,7,15.5624,0.270939,-95.7572,213.808,1
5755,7,15.5624,0.271193,-95.7571,213.808,1
5756,7,15.5625,0.270954,-95.7572,213.808,1
5757,7,15.5621,0.27171,-95.7564,213.808,1
5758,7,15.5624,0.27143,-95.7571,213.808,1
5759,3149,73.9573,-23.7472,-52.7577,139.138,1
5760,5715,33.8854,-3.1266,-86.6048,193.11,1
5761,7,15.5605,0.274638,-95.7515,213.808,1
5762,5729,84.1038,-22.1801,-56.969,132.104,1
5763,14,29.7746,-1.9679,-88.9884,197.997,1
5764,4515,204.086,-46.071,-6.42332,8.5667,1
5765,5505,117.396,-32.1664,-41.0124,93.9333,1
5766,4528,177.845,-38.3212,-15.0131,29.1996,1
5767,4777,33.8711,-3.16277,-86.5981,193.111,1
5768,7,15.5605,0.274518,-95.7517,213.808,1
5769,7,15.5612,0.273128,-95.7539,213.808,1
5770,7,15.562,0.271641,-95.7562,213.808,1
5771,7,15.5605,0.274378,-95.7517,213.808,1
5772,7,15.5623,0.271135,-95.7569,213.808,1
5773,7,15.5624,0.271245,-95.757,213.808,1
5774,5598,120.362,-33.524,-39.323,90.3322,1
5775,7,15.5624,0.271081,-95.7571,213.808,1
5776,3768,72.7975,-19.3652,-62.5803,145.035,1
5777,5396,84.1973,-31.5004,-33.5335,121.971,1
5778,5336,35.9113,-3.86085,-85.3104,190.609,1
5779,4494,174.147,-37.5959,-16.4289,33.0475,1
5780,7,15.5623,0.271175,-95.757,213.808,1
5781,7,15.5623,0.271407,-95.7568,213.808,1
5782,7,15.5626,0.271163,-95.7575,213.808,1
5783,7,15.5625,0.270843,-95.7574,213.808,1
5784,7,15.5624,0.270935,-95.7572,213.808,1
5785,5736,108.398,-28.4213,-45.7374,104.635,1
5786,7,15.5607,0.273973,-95.7523,213.808,1
5787,5714,105.31,-27.5211,-47.2287,108.176,1
5788,5785,111.484,-29.3472,-44.1764,101.06,1
5789,7,15.5609,0.273844,-95.7528,213.808,1
5790,4528,177.844,-38.3157,-15.0125,29.2022,1
5791,7,15.5625,0.270846,-95.7572,213.808,1
5792,7,15.5623,0.271129,-95.757,213.808,1
5793,7,15.5622,0.271269,-95.7566,213.808,1
5794,7,15.5624,0.270925,-95.7572,213.808,1
5795,7,15.5622,0.27126,-95.7566,213.808,1
5796,5729,84.104,-22.1795,-56.9689,132.103,1
5797,7,15.5622,0.271334,-95.7567,213.808,1
5798,4894,81.2259,-21.5854,-58.4385,135.387,1
5799,7,15.5605,0.274638,-95.7516,213.808,1
5800,7,15.5605,0.274318,-95.7517,213.808,1
5801,5004,181.553,-39.0031,-13.5267,25.3813,1
5802,7,15.5624,0.270924,-95.7571,213.808,1
5803,7,15.5625,0.270997,-95.7572,213.808,1
5804,5710,161.829,-75.392,-7.16782,46.4022,1
5805,7,15.5605,0.274421,-95.7516,213.808,1
5806,7,15.5626,0.271041,-95.7575,213.808,1
5807,7,15.5624,0.271,-95.7572,213.808,1
5808,4690,207.761,-47.3371,-4.98497,9.60092,1
5809,7,15.5607,0.274175,-95.7523,213.808,1
5810,4690,207.763,-47.3325,-4.98529,9.60346,1
5811,4736,115.027,-27.1895,-41.7514,97.3853,1
5812,7,15.5606,0.275012,-95.7516,213.808,1
5813,7,15.5605,0.274943,-95.7515,213.808,1
5814,7,15.5623,0.271207,-95.7569,213.808,1
5815,5785,111.483,-29.3482,-44.175,101.06,1
5816,7,15.5624,0.271017,-95.757,213.808,1
5817,7,15.5625,0.270941,-95.7574,213.808,1
5818,4629,31.8284,-2.53644,-87.8331,195.574,1
5819,7,15.5623,0.271041,-95.757,213.808,1
5820,3768,72.7966,-19.365,-62.5786,145.036,1
5821,7,15.5605,0.274231,-95.7518,213.808,1
5822,7,15.5621,0.271403,-95.7565,213.808,1
5823,5788,114.561,-30.3109,-42.5411,97.4535,1
5824,7,15.5623,0.271243,-95.7568,213.808,1
5825,4986,183.581,-75.4289,-5.07642,30.6916,1
5826,5714,105.31,-27.5194,-47.228,108.176,1
5827,5389,31.8307,-2.5287,-87.8333,195.574,1
5828,7,15.5624,0.271281,-95.7571,213.808,1
5829,5558,39.9439,-5.50658,-82.5431,185.502,1
5830,7,15.5625,0.270898,-95.7573,213.808,1
5831,7,15.5625,0.270754,-95.7574,213.808,1
5832,4690,207.763,-47.339,-4.98803,9.60308,1
5833,7,15.5625,0.271125,-95.7572,213.808,1
5834,7,15.5623,0.271435,-95.7569,213.808,1
5835,5300,114.408,-30.8293,-42.6346,97.5254,1
5836,7,15.5625,0.270852,-95.7575,213.808,1
5837,5774,123.36,-34.6966,-37.4794,86.6751,1
5838,4690,207.768,-47.3405,-4.99725,9.61223,1
5839,7,15.5624,0.271232,-95.7569,213.808,1
5840,3175,84.223,-20.8253,-56.5455,132.109,1
5841,7,15.5625,0.27096,-95.7573,213.808,1
5842,5762,87.0279,-22.6085,-55.4527,128.794,1
5843,2793,74.727,-22.2996,-40.2438,134.463,1
5844,7,15.5624,0.27106,-95.7571,213.808,1
5845,7,15.5624,0.270897,-95.7572,213.808,1
5846,7,15.5624,0.270968,-95.757,213.808,1
5847,7,15.5624,0.271039,-95.757,213.808,1
5848,7,15.5605,0.274734,-95.7515,213.808,1
5849,7,15.562,0.271716,-95.7562,213.808,1
5850,7,15.562,0.271996,-95.756,213.808,1
5851,7,15.5626,0.270849,-95.7574,213.808,1
5852,7,15.5625,0.270895,-95.7573,213.808,1
5853,5620,219.38,-66.7324,-0.505018,25.6088,1
5854,7,15.5624,0.271121,-95.757,213.808,1
5855,7,15.5623,0.271237,-95.7569,213.808,1
5856,7,15.5606,0.274293,-95.7521,213.808,1
5857,5760,35.9333,-3.78162,-85.3053,190.607,1
5858,7,15.5623,0.271303,-95.7568,213.808,1
5859,7,15.5622,0.271471,-95.7565,213.808,1
5860,5774,123.358,-34.7122,-37.4807,86.6747,1
5861,7,15.5625,0.270815,-95.7575,213.808,1
5862,2928,59.504,-14.6587,-68.8776,160.413,1
5863,7,15.5606,0.274459,-95.752,213.808,1
5864,5729,84.1044,-22.1784,-56.9689,132.103,1
5865,7,15.5622,0.27117,-95.7567,213.808,1
5866,5729,84.1033,-22.182,-56.9688,132.104,1
5867,7,15.5626,0.270899,-95.7575,213.808,1
5868,4528,177.845,-38.3224,-15.0118,29.199,1
5869,7,15.5623,0.271253,-95.7569,213.808,1
5870,7,15.5606,0.274384,-95.752,213.808,1
5871,7,15.5623,0.271254,-95.7567,213.808,1
5872,5729,84.1024,-22.1849,-56.9687,132.104,1
5873,1470,65.168,-16.6416,-54.4429,149.186,1
5874,7,15.5624,0.271417,-95.757,213.808,1
5875,7,15.5622,0.271233,-95.7566,213.808,1
5876,7,15.5622,0.271439,-95.7565,213.808,1
5877,5300,114.408,-30.8287,-42.6344,97.5254,1
5878,7,15.5625,0.271164,-95.7574,213.808,1
5879,5774,123.359,-34.7118,-37.481,86.6743,1
5880,5760,35.9329,-3.782,-85.305,190.607,1
5881,4528,177.847,-38.3164,-15.0152,29.2017,1
5882,4777,33.8708,-3.16276,-86.5976,193.111,1
5883,7,15.5605,0.274812,-95.7515,213.808,1
5884,7,15.5625,0.271033,-95.7574,213.808,1
5885,5715,33.8856,-3.12616,-86.6048,193.11,1
5886,5736,108.396,-28.4212,-45.734,104.635,1
5887,4777,33.8706,-3.16363,-86.5982,193.111,1
5888,3306,76.7603,-24.3214,-37.8154,131.444,1
5889,7,15.5625,0.271179,-95.7575,213.808,1
5890,7,15.5624,0.27111,-95.757,213.808,1
5891,7,15.5624,0.270982,-95.7571,213.808,1
5892,7,15.5622,0.271421,-95.7566,213.808,1
5893,7,15.5625,0.270781,-95.7574,213.808,1
5894,7,15.5621,0.271442,-95.7564,213.808,1
5895,7,15.5607,0.274259,-95.7522,213.808,1
5896,7,15.5625,0.270964,-95.7575,213.808,1
5897,7,15.5623,0.271243,-95.7569,213.808,1
5898,5774,123.357,-34.7183,-37.4802,86.6745,1
5899,7,15.5624,0.271229,-95.757,213.808,1
5900,2210,129.298,-38.9921,-22.1128,74.8931,1
5901,7,15.5625,0.270958,-95.7575,213.808,1
5902,5505,117.394,-32.1691,-41.0115,93.9341,1
5903,7,15.5605,0.274518,-95.7517,213.808,1
5904,7,15.5604,0.274523,-95.7513,213.808,1
5905,7,15.5624,0.271131,-95.7571,213.808,1
5906,5300,114.406,-30.8443,-42.6395,97.5264,1
5907,5736,108.396,-28.4249,-45.7351,104.635,1
5908,7,15.5622,0.27153,-95.7566,213.808,1
5909,7,15.5623,0.27129,-95.7567,213.808,1
5910,2715,57.1488,-13.4799,-70.3373,163.363,1
5911,5885,35.9341,-3.7772,-85.304,190.607,1
5912,5598,120.363,-33.5101,-39.3167,90.3318,1
5913,7,15.5625,0.270797,-95.7574,213.808,1
5914,5714,105.309,-27.519,-47.225,108.175,1
5915,7,15.5623,0.271366,-95.7569,213.808,1
5916,5053,50.051,-9.82948,-74.1688,172.045,1
5917,1118,61.3065,-14.8427,-59.6999,155.035,1
5918,5389,31.8309,-2.52824,-87.8334,195.574,1
5919,7,15.5625,0.270988,-95.7574,213.808,1
5920,4777,33.8708,-3.16293,-86.5978,193.111,1
5921,5389,31.831,-2.52766,-87.8336,195.574,1
5922,7,15.5622,0.271254,-95.7567,213.808,1
5923,7,15.561,0.273933,-95.7533,213.808,1
5924,7,15.5622,0.271428,-95.7565,213.808,1
5925,5898,126.339,-35.9168,-35.5316,82.9863,1
5926,14,29.7744,-1.9682,-88.9883,197.997,1
5927,5829,41.9531,-6.35713,-81.0319,182.893,1
5928,5336,35.9116,-3.85781,-85.3095,190.609,1
5929,7,15.5607,0.273954,-95.7525,213.808,1
5930,7,15.5625,0.2709,-95.7574,213.808,1
5931,7,15.5625,0.270955,-95.7573,213.808,1
5932,5885,35.9345,-3.77682,-85.3043,190.607,1
5933,5853,218.59,-70.4998,-0.267845,27.6751,1
5934,7,15.5605,0.275085,-95.7515,213.808,1
5935,7,15.5624,0.271008,-95.7572,213.808,1
5936,4690,207.767,-47.3397,-4.9939,9.60919,1
5937,7,15.5625,0.270825,-95.7574,213.808,1
5938,7,15.5621,0.27153,-95.7565,213.808,1
5939,5729,84.1021,-22.1842,-56.9683,132.104,1
5940,5389,31.8308,-2.52855,-87.8336,195.574,1
5941,7,15.5624,0.271128,-95.7572,213.808,1
5942,7,15.5625,0.270795,-95.7574,213.808,1
5943,5389,31.8309,-2.52687,-87.8332,195.574,1
5944,7,15.5605,0.274978,-95.7514,213.808,1
5945,7,15.5606,0.274717,-95.7518,213.808,1
5946,26,53.7068,-10.5407,-68.9863,166.487,1
5947,5389,31.831,-2.52805,-87.8338,195.574,1
5948,7,15.5606,0.274302,-95.7519,213.808,1
5949,7,15.5605,0.275118,-95.7515,213.808,1
5950,7,15.5605,0.274631,-95.7517,213.808,1
5951,5714,105.309,-27.5196,-47.2254,108.176,1
5952,7,15.5624,0.271033,-95.7571,213.808,1
5953,5857,37.9716,-4.50455,-83.9376,188.065,1
5954,5336,35.9113,-3.86111,-85.3104,190.609,1
5955,5389,31.8308,-2.52811,-87.8332,195.574,1
5956,7,15.5621,0.271747,-95.7563,213.808,1
5957,5729,84.1009,-22.1865,-56.9675,132.104,1
5958,4694,78.3913,-20.88,-59.8703,138.64,1
5959,4514,218.401,-59.0604,-1.75681,20.5858,1
5960,4826,200.351,-44.6834,-7.53981,9.23245,1
5961,4528,177.839,-38.3125,-15.0025,29.2021,1
5962,7,15.5604,0.274816,-95.7514,213.808,1
5963,3582,107.61,-35.5148,-37.8707,100.895,1
5964,7,15.5624,0.271278,-95.757,213.808,1
5965,5709,93.2261,-37.788,-31.1479,111.893,1
5966,7,15.5623,0.271383,-95.7568,213.808,1
5967,4694,78.3926,-20.878,-59.8715,138.64,1
5968,7,15.5604,0.274613,-95.7513,213.808,1
5969,4704,78.3986,-20.8555,-59.872,138.64,1
5970,7,15.5624,0.271128,-95.7571,213.808,1
5971,7,15.5624,0.271047,-95.7572,213.808,1
5972,7,15.5623,0.271419,-95.7568,213.808,1
5973,7,15.5625,0.270725,-95.7574,213.808,1
5974,4475,216.761,-55.4617,-2.44561,17.7977,1
5975,7,15.5625,0.270837,-95.7573,213.808,1
5976,7,15.5624,0.271089,-95.7571,213.808,1
5977,7,15.5605,0.274654,-95.7517,213.808,1
5978,7,15.5625,0.270947,-95.7573,213.808,1
5979,7,15.5625,0.270902,-95.7573,213.808,1
5980,7,15.5625,0.271024,-95.7574,213.808,1
5981,7,15.5624,0.270953,-95.7572,213.808,1
5982,2793,74.7284,-22.2966,-40.2423,134.462,1
5983,4694,78.3928,-20.8801,-59.8731,138.64,1
5984,7,15.5605,0.274537,-95.7516,213.808,1
5985,7,15.5617,0.272208,-95.7553,213.808,1
5986,7,15.5625,0.270828,-95.7574,213.808,1
5987,7,15.5625,0.271067,-95.7572,213.808,1
5988,5336,35.9114,-3.86031,-85.3104,190.609,1
5989,7,15.5606,0.274527,-95.7519,213.808,1
5990,7,15.5623,0.271404,-95.7568,213.808,1
5991,5638,135.277,-29.0483,-32.2757,75.2981,1
5992,7,15.5623,0.271119,-95.7569,213.808,1
5993,7,15.5626,0.271153,-95.7576,213.808,1
5994,7,15.5625,0.270844,-95.7573,213.808,1
5995,7,15.5625,0.270921,-95.7575,213.808,1
5996,7,15.5625,0.270846,-95.7573,213.808,1
5997,7,15.5624,0.271088,-95.7571,213.808,1
5998,7,15.5623,0.271249,-95.7569,213.808,1
5999,7,15.5624,0.270878,-95.7572,213.808,1
6000,7,15.5626,0.27094,-95.7575,213.808,1
6001,7,15.5625,0.270861,-95.7574,213.808,1
6002,7,15.5624,0.271266,-95.757,213.808,1
6003,2793,74.7275,-22.3014,-40.2463,134.462,1
6004,7,15.5605,0.274894,-95.7516,213.808,1
6005,7,15.5604,0.274711,-95.7514,213.808,1
6006,7,15.5605,0.274655,-95.7515,213.808,1
6007,7,15.5605,0.274297,-95.7517,213.808,1
6008,7,15.5625,0.270874,-95.7575,213.808,1
6009,7,15.5624,0.271177,-95.7569,213.808,1
6010,7,15.5625,0.271101,-95.7575,213.808,1
6011,7,15.5605,0.274298,-95.7518,213.808,1
6012,7,15.5608,0.274047,-95.7525,213.808,1
6013,4528,177.845,-38.3189,-15.0158,29.2019,1
6014,3768,72.7969,-19.3662,-62.5803,145.036,1
6015,7,15.5604,0.274792,-95.7513,213.808,1
6016,7,15.5606,0.274294,-95.7519,213.808,1
6017,3122,61.8722,-15.8868,-67.3895,157.43,1
6018,5857,37.9709,-4.50507,-83.9369,188.066,1
6019,4935,218.475,-59.0196,-1.68076,20.6281,1
6020,7,15.5626,0.27092,-95.7575,213.808,1
6021,7,15.5624,0.271093,-95.7571,213.808,1
6022,7,15.5626,0.271043,-95.7577,213.808,1
6023,7,15.5624,0.271106,-95.7571,213.808,1
6024,7,15.5604,0.274626,-95.7513,213.808,1
6025,3403,104.536,-34.584,-39.7208,104.54,1
6026,4445,214.283,-52.3218,-3.23381,14.8275,1
6027,5885,35.9343,-3.77651,-85.3041,190.607,1
6028,7,15.5624,0.271115,-95.7572,213.808,1
6029,7,15.5625,0.27092,-95.7574,213.808,1
6030,7,15.5624,0.271144,-95.7572,213.808,1
6031,5389,31.831,-2.52713,-87.8333,195.574,1
6032,7,15.5622,0.271525,-95.7565,213.808,1
6033,7,15.5625,0.27112,-95.7574,213.808,1
6034,5598,120.362,-33.5166,-39.319,90.332,1
6035,7,15.5606,0.274414,-95.7521,213.808,1
6036,7,15.5605,0.274428,-95.7517,213.808,1
6037,7,15.562,0.271695,-95.7561,213.808,1
6038,2445,70.8858,-19.424,-45.882,140.394,1
6039,5694,218.53,-66.7061,-1.02029,24.9702,1
6040,7,15.5625,0.271148,-95.7573,213.808,1
6041,7,15.5624,0.270928,-95.7572,213.808,1
6042,5389,31.8311,-2.52693,-87.8336,195.574,1
6043,4777,33.8706,-3.16271,-86.5972,193.111,1
6044,5389,31.8311,-2.52823,-87.8339,195.574,1
6045,3851,196.622,-43.3391,-8.72922,11.4882,1
6046,7,15.5624,0.271035,-95.7571,213.808,1
6047,3851,196.62,-43.3388,-8.72502,11.4858,1
6048,5336,35.9114,-3.86007,-85.3103,190.609,1
6049,7,15.5604,0.274666,-95.7513,213.808,1
6050,7,15.5625,0.27108,-95.7573,213.808,1
6051,5736,108.397,-28.4234,-45.7342,104.634,1
6052,7,15.5625,0.270852,-95.7573,213.808,1
6053,5389,31.8309,-2.52833,-87.8336,195.574,1
6054,7,15.5625,0.270889,-95.7573,213.808,1
6055,7,15.5622,0.27148,-95.7566,213.808,1
6056,4528,177.845,-38.3182,-15.012,29.2007,1
6057,2793,74.7309,-22.3046,-40.2526,134.461,1
6058,7,15.5607,0.273967,-95.7523,213.808,1
6059,4528,177.843,-38.3172,-15.0088,29.2005,1
6060,7,15.5606,0.274142,-95.7521,213.808,1
6061,7,15.5605,0.274732,-95.7516,213.808,1
6062,5300,114.408,-30.8333,-42.6366,97.5252,1
6063,7,15.5624,0.27105,-95.7571,213.808,1
6064,7,15.5621,0.271673,-95.7563,213.808,1
6065,7,15.5625,0.270909,-95.7575,213.808,1
6066,7,15.5606,0.274193,-95.7519,213.808,1
6067,7,15.5622,0.271454,-95.7567,213.808,1
