witness_x,witness_y,witness_z,witness_cost,rep_x,rep_y,rep_z,rep_cost
37.9761,-4.3644,-83.8602,inf,37.9761,-4.3644,-83.8602,188.061
15.5605,0.274354,-95.7516,inf,15.5605,0.274354,-95.7516,213.808
15.5605,0.274599,-95.7516,inf,15.5605,0.274599,-95.7516,213.808
108.269,-32.3374,-38.3028,inf,108.269,-32.3374,-38.3028,100.964
204.772,-58.247,-2.44589,inf,NULL,NULL,NULL,NULL
158.525,-33.6217,-18.1368,inf,158.525,-33.6217,-18.1368,48.1389
15.5622,0.271188,-95.7568,inf,15.5622,0.271188,-95.7568,213.808
15.5622,0.271508,-95.7565,inf,15.5622,0.271508,-95.7565,213.808
107.692,-35.1864,-37.8992,inf,107.692,-35.1864,-37.8992,100.879
15.5623,0.271202,-95.757,inf,15.5623,0.271202,-95.757,213.808
15.5607,0.27404,-95.7524,inf,15.5607,0.27404,-95.7524,213.808
15.5625,0.27079,-95.7573,inf,15.5625,0.27079,-95.7573,213.808
67.0903,-17.4696,-51.653,inf,67.0903,-17.4696,-51.653,146.257
15.5625,0.271044,-95.7573,inf,15.5625,0.271044,-95.7573,213.808
15.5605,0.274614,-95.7516,inf,15.5605,0.274614,-95.7516,213.808
15.5625,0.270803,-95.7574,inf,15.5625,0.270803,-95.7574,213.808
59.5032,-14.6553,-68.8742,inf,59.5032,-14.6553,-68.8742,160.413
15.5621,0.271566,-95.7564,inf,15.5621,0.271566,-95.7564,213.808
15.5604,0.274792,-95.7514,inf,15.5604,0.274792,-95.7514,213.808
29.7746,-1.96805,-88.9885,inf,29.7746,-1.96805,-88.9885,197.997
15.5624,0.271161,-95.757,inf,15.5624,0.271161,-95.757,213.808
15.5608,0.273907,-95.7526,inf,15.5608,0.273907,-95.7526,213.808
15.5624,0.271115,-95.757,inf,15.5624,0.271115,-95.757,213.808
204.78,-58.2479,-2.44523,inf,NULL,NULL,NULL,NULL
15.5625,0.270798,-95.7574,inf,15.5625,0.270798,-95.7574,213.808
15.5605,0.274603,-95.7516,inf,15.5605,0.274603,-95.7516,213.808
15.5624,0.270967,-95.7572,inf,15.5624,0.270967,-95.7572,213.808
15.5625,0.270924,-95.7572,inf,15.5625,0.270924,-95.7572,213.808
203.252,-65.472,-1.40302,inf,203.252,-65.472,-1.40302,15.8723
15.5625,0.270944,-95.7574,inf,15.5625,0.270944,-95.7574,213.808
204.209,-54.5278,-3.27098,inf,NULL,NULL,NULL,NULL
15.5621,0.271691,-95.7563,inf,15.5621,0.271691,-95.7563,213.808
15.5623,0.271199,-95.7569,inf,15.5623,0.271199,-95.7569,213.808
158.522,-33.62,-18.1312,inf,158.522,-33.62,-18.1312,48.1399
15.5605,0.274472,-95.7516,inf,15.5605,0.274472,-95.7516,213.808
15.5609,0.27352,-95.7531,inf,15.5609,0.27352,-95.7531,213.808
15.5625,0.271116,-95.7575,inf,15.5625,0.271116,-95.7575,213.808
15.5624,0.271035,-95.7571,inf,15.5624,0.271035,-95.7571,213.808
33.8826,-3.09555,-86.5823,inf,33.8826,-3.09555,-86.5823,193.11
15.5607,0.27412,-95.7523,inf,15.5607,0.27412,-95.7523,213.808
15.5624,0.271113,-95.757,inf,15.5624,0.271113,-95.757,213.808
202.956,-50.8591,-4.00114,inf,NULL,NULL,NULL,NULL
15.5625,0.271097,-95.7572,inf,15.5625,0.271097,-95.7572,213.808
15.5625,0.270843,-95.7575,inf,15.5625,0.270843,-95.7575,213.808
15.5625,0.270935,-95.7572,inf,15.5625,0.270935,-95.7572,213.808
15.5625,0.270933,-95.7573,inf,15.5625,0.270933,-95.7573,213.808
15.5612,0.272966,-95.754,inf,15.5612,0.272966,-95.754,213.808
15.5606,0.274198,-95.7522,inf,15.5606,0.274198,-95.7522,213.808
15.5606,0.274235,-95.7519,inf,15.5606,0.274235,-95.7519,213.808
15.5622,0.271323,-95.7567,inf,15.5622,0.271323,-95.7567,213.808
15.5621,0.271428,-95.7564,inf,15.5621,0.271428,-95.7564,213.808
15.5624,0.271023,-95.7571,inf,15.5624,0.271023,-95.7571,213.808
74.6407,-20.3724,-59.082,inf,74.6407,-20.3724,-59.082,141.716
15.5624,0.271179,-95.757,inf,15.5624,0.271179,-95.757,213.808
204.921,-54.173,-3.0287,inf,NULL,NULL,NULL,NULL
101.461,-33.6489,-41.4752,inf,101.461,-33.6489,-41.4752,108.155
15.5625,0.270751,-95.7573,inf,15.5625,0.270751,-95.7573,213.808
15.5604,0.274598,-95.7513,inf,15.5604,0.274598,-95.7513,213.808
15.5604,0.274749,-95.7514,inf,15.5604,0.274749,-95.7514,213.808
15.5622,0.271492,-95.7566,inf,15.5622,0.271492,-95.7566,213.808
15.5625,0.271115,-95.7572,inf,15.5625,0.271115,-95.7572,213.808
15.5622,0.271211,-95.7567,inf,15.5622,0.271211,-95.7567,213.808
40.0152,-5.06449,-82.3843,inf,40.0152,-5.06449,-82.3843,185.476
147.346,-32.5517,-22.2337,inf,147.346,-32.5517,-22.2337,59.7601
15.5625,0.270788,-95.7574,inf,15.5625,0.270788,-95.7574,213.808
31.8332,-2.50434,-87.8251,inf,31.8332,-2.50434,-87.8251,195.574
31.8308,-2.51887,-87.8281,inf,31.8308,-2.51887,-87.8281,195.574
33.8822,-3.0956,-86.5817,inf,33.8822,-3.0956,-86.5817,193.11
201.332,-68.57,-1.24982,inf,201.332,-68.57,-1.24982,18.6596
39.9939,-5.1697,-82.4063,inf,39.9939,-5.1697,-82.4063,185.479
15.5624,0.270986,-95.7571,inf,15.5624,0.270986,-95.7571,213.808
162.241,-34.3182,-16.7415,inf,162.241,-34.3182,-16.7415,44.1811
15.5617,0.271993,-95.7555,inf,15.5617,0.271993,-95.7555,213.808
15.5623,0.271279,-95.7568,inf,15.5623,0.271279,-95.7568,213.808
104.593,-34.4006,-39.7383,inf,104.593,-34.4006,-39.7383,104.522
201.337,-68.5742,-1.25001,inf,201.337,-68.5742,-1.25001,18.6641
204.233,-54.5218,-3.25617,inf,NULL,NULL,NULL,NULL
15.5623,0.2712,-95.7569,inf,15.5623,0.2712,-95.7569,213.808
15.5624,0.271061,-95.7572,inf,15.5624,0.271061,-95.7572,213.808
33.8822,-3.09619,-86.5822,inf,33.8822,-3.09619,-86.5822,193.11
29.7745,-1.9682,-88.9888,inf,29.7745,-1.9682,-88.9888,197.997
15.5624,0.271,-95.7572,inf,15.5624,0.271,-95.7572,213.808
15.5625,0.270815,-95.7574,inf,15.5625,0.270815,-95.7574,213.808
15.5625,0.270948,-95.7574,inf,15.5625,0.270948,-95.7574,213.808
15.5605,0.274639,-95.7518,inf,15.5605,0.274639,-95.7518,213.808
15.5625,0.270916,-95.7574,inf,15.5625,0.270916,-95.7574,213.808
15.5621,0.271594,-95.7563,inf,15.5621,0.271594,-95.7563,213.808
15.5623,0.271368,-95.7567,inf,15.5623,0.271368,-95.7567,213.808
15.5622,0.271477,-95.7566,inf,15.5622,0.271477,-95.7566,213.808
37.9767,-4.36447,-83.8613,inf,37.9767,-4.36447,-83.8613,188.061
15.5625,0.270978,-95.7573,inf,15.5625,0.270978,-95.7573,213.808
15.5625,0.271059,-95.7573,inf,15.5625,0.271059,-95.7573,213.808
15.5604,0.274644,-95.7514,inf,15.5604,0.274644,-95.7514,213.808
15.5605,0.274774,-95.7516,inf,15.5605,0.274774,-95.7516,213.808
15.5625,0.27095,-95.7573,inf,15.5625,0.27095,-95.7573,213.808
15.5624,0.271333,-95.757,inf,15.5624,0.271333,-95.757,213.808
15.5606,0.27419,-95.7522,inf,15.5606,0.27419,-95.7522,213.808
15.5622,0.2712,-95.7568,inf,15.5622,0.2712,-95.7568,213.808
15.5625,0.271008,-95.7573,inf,15.5625,0.271008,-95.7573,213.808
197.496,-45.1233,-5.11157,inf,NULL,NULL,NULL,NULL
204.722,-58.255,-2.48309,inf,NULL,NULL,NULL,NULL
198.875,-71.1856,-1.24977,inf,198.875,-71.1856,-1.24977,21.2523
15.5606,0.274759,-95.7517,inf,15.5606,0.274759,-95.7517,213.808
59.5035,-14.6537,-68.874,inf,59.5035,-14.6537,-68.874,160.413
33.8822,-3.09557,-86.5817,inf,33.8822,-3.09557,-86.5817,193.11
15.5623,0.271074,-95.7569,inf,15.5623,0.271074,-95.7569,213.808
15.5604,0.274749,-95.7514,inf,15.5604,0.274749,-95.7514,213.808
42.0138,-6.02387,-80.9002,inf,42.0138,-6.02387,-80.9002,182.862
15.5608,0.27384,-95.7526,inf,15.5608,0.27384,-95.7526,213.808
15.5605,0.274502,-95.7516,inf,15.5605,0.274502,-95.7516,213.808
15.5625,0.271088,-95.7572,inf,15.5625,0.271088,-95.7572,213.808
162.23,-34.3489,-16.7416,inf,162.23,-34.3489,-16.7416,44.1797
162.234,-34.3382,-16.7417,inf,162.234,-34.3382,-16.7417,44.1796
29.7746,-1.96766,-88.9885,inf,29.7746,-1.96766,-88.9885,197.997
44.0238,-6.95197,-79.3368,inf,44.0238,-6.95197,-79.3368,180.211
15.5623,0.271242,-95.7568,inf,15.5623,0.271242,-95.7568,213.808
15.5626,0.271007,-95.7575,inf,15.5626,0.271007,-95.7575,213.808
200.015,-48.2024,-4.70222,inf,NULL,NULL,NULL,NULL
29.7746,-1.9678,-88.9887,inf,29.7746,-1.9678,-88.9887,197.997
15.5624,0.271006,-95.7572,inf,15.5624,0.271006,-95.7572,213.808
169.597,-32.3858,-12.3661,inf,169.597,-32.3858,-12.3661,37.2494
59.4032,-13.7707,-62.1504,inf,59.4032,-13.7707,-62.1504,157.933
35.9326,-3.70752,-85.2604,inf,35.9326,-3.70752,-85.2604,190.605
46.0278,-7.92249,-77.7026,inf,46.0278,-7.92249,-77.7026,177.526
15.5626,0.270884,-95.7574,inf,15.5626,0.270884,-95.7574,213.808
15.5623,0.271183,-95.7569,inf,15.5623,0.271183,-95.7569,213.808
37.9742,-4.37147,-83.861,inf,37.9742,-4.37147,-83.861,188.061
15.5606,0.274525,-95.7518,inf,15.5606,0.274525,-95.7518,213.808
15.5626,0.27089,-95.7575,inf,15.5626,0.27089,-95.7575,213.808
15.562,0.271647,-95.7561,inf,15.562,0.271647,-95.7561,213.808
33.883,-3.09468,-86.5822,inf,33.883,-3.09468,-86.5822,193.11
15.5605,0.274847,-95.7514,inf,15.5605,0.274847,-95.7514,213.808
74.6403,-20.3752,-59.0821,inf,74.6403,-20.3752,-59.0821,141.716
33.8824,-3.09469,-86.5813,inf,33.8824,-3.09469,-86.5813,193.11
15.5605,0.274664,-95.7515,inf,15.5605,0.274664,-95.7515,213.808
15.5624,0.270937,-95.7571,inf,15.5624,0.270937,-95.7571,213.808
15.5606,0.274099,-95.7522,inf,15.5606,0.274099,-95.7522,213.808
104.619,-34.3004,-39.7625,inf,104.619,-34.3004,-39.7625,104.523
15.5625,0.270944,-95.7574,inf,15.5625,0.270944,-95.7574,213.808
15.5625,0.270806,-95.7574,inf,15.5625,0.270806,-95.7574,213.808
15.5625,0.271014,-95.7575,inf,15.5625,0.271014,-95.7575,213.808
15.5622,0.271236,-95.7567,inf,15.5622,0.271236,-95.7567,213.808
15.5625,0.270925,-95.7574,inf,15.5625,0.270925,-95.7574,213.808
196.013,-73.2457,-1.39268,inf,196.013,-73.2457,-1.39268,23.6263
40.0177,-5.06792,-82.3901,inf,40.0177,-5.06792,-82.3901,185.476
15.5626,0.270911,-95.7575,inf,15.5626,0.270911,-95.7575,213.808
15.5625,0.270739,-95.7574,inf,15.5625,0.270739,-95.7574,213.808
101.497,-33.5695,-41.5069,inf,101.497,-33.5695,-41.5069,108.147
162.238,-34.3267,-16.7399,inf,162.238,-34.3267,-16.7399,44.1798
200.003,-48.2063,-4.70168,inf,NULL,NULL,NULL,NULL
37.9432,-4.43003,-83.8395,inf,37.9432,-4.43003,-83.8395,188.064
15.5624,0.271066,-95.7571,inf,15.5624,0.271066,-95.7571,213.808
15.5625,0.27098,-95.7574,inf,15.5625,0.27098,-95.7574,213.808
29.7744,-1.96896,-88.9887,inf,29.7744,-1.96896,-88.9887,197.997
15.5624,0.271002,-95.7571,inf,15.5624,0.271002,-95.7571,213.808
15.5625,0.270831,-95.7574,inf,15.5625,0.270831,-95.7574,213.808
15.5625,0.271077,-95.7571,inf,15.5625,0.271077,-95.7571,213.808
15.5625,0.271234,-95.7573,inf,15.5625,0.271234,-95.7573,213.808
15.5625,0.270853,-95.7572,inf,15.5625,0.270853,-95.7572,213.808
71.9881,-19.6343,-60.832,inf,71.9881,-19.6343,-60.832,144.947
15.5625,0.270902,-95.7573,inf,15.5625,0.270902,-95.7573,213.808
15.5605,0.274866,-95.7515,inf,15.5605,0.274866,-95.7515,213.808
15.5624,0.270958,-95.7571,inf,15.5624,0.270958,-95.7571,213.808
15.5605,0.274403,-95.7517,inf,15.5605,0.274403,-95.7517,213.808
15.562,0.271776,-95.756,inf,15.562,0.271776,-95.756,213.808
15.5624,0.27093,-95.7572,inf,15.5624,0.27093,-95.7572,213.808
15.5623,0.27108,-95.7569,inf,15.5623,0.27108,-95.7569,213.808
31.8332,-2.50298,-87.8248,inf,31.8332,-2.50298,-87.8248,195.574
69.3562,-18.8346,-62.5032,inf,69.3562,-18.8346,-62.5032,148.141
15.5623,0.27118,-95.7568,inf,15.5623,0.27118,-95.7568,213.808
61.9145,-15.8142,-67.412,inf,61.9145,-15.8142,-67.412,157.419
15.5605,0.274493,-95.7515,inf,15.5605,0.274493,-95.7515,213.808
15.5626,0.27096,-95.7575,inf,15.5626,0.27096,-95.7575,213.808
79.9315,-21.6818,-55.2351,inf,79.9315,-21.6818,-55.2351,135.164
15.5625,0.27075,-95.7574,inf,15.5625,0.27075,-95.7574,213.808
15.5623,0.271364,-95.7567,inf,15.5623,0.271364,-95.7567,213.808
15.5624,0.271035,-95.757,inf,15.5624,0.271035,-95.757,213.808
15.5606,0.275017,-95.7516,inf,15.5606,0.275017,-95.7516,213.808
15.5625,0.271064,-95.7572,inf,15.5625,0.271064,-95.7572,213.808
15.5625,0.270864,-95.7573,inf,15.5625,0.270864,-95.7573,213.808
110.746,-36.0559,-35.9259,inf,110.746,-36.0559,-35.9259,97.2179
147.337,-32.5444,-22.224,inf,147.337,-32.5444,-22.224,59.7658
15.5623,0.271259,-95.7569,inf,15.5623,0.271259,-95.7569,213.808
31.8332,-2.50359,-87.8249,inf,31.8332,-2.50359,-87.8249,195.574
15.5626,0.271075,-95.7577,inf,15.5626,0.271075,-95.7577,213.808
15.5626,0.270878,-95.7575,inf,15.5626,0.270878,-95.7575,213.808
15.5624,0.270958,-95.7572,inf,15.5624,0.270958,-95.7572,213.808
15.5625,0.2709,-95.7575,inf,15.5625,0.2709,-95.7575,213.808
15.5624,0.271363,-95.757,inf,15.5624,0.271363,-95.757,213.808
15.5604,0.274541,-95.7515,inf,15.5604,0.274541,-95.7515,213.808
15.5625,0.270891,-95.7574,inf,15.5625,0.270891,-95.7574,213.808
74.6418,-20.3646,-59.0804,inf,74.6418,-20.3646,-59.0804,141.716
15.5605,0.274504,-95.7518,inf,15.5605,0.274504,-95.7518,213.808
31.8308,-2.51968,-87.8285,inf,31.8308,-2.51968,-87.8285,195.574
173.333,-32.3732,-10.5117,inf,173.333,-32.3732,-10.5117,33.6498
15.5625,0.270815,-95.7573,inf,15.5625,0.270815,-95.7573,213.808
15.5605,0.27454,-95.7516,inf,15.5605,0.27454,-95.7516,213.808
15.5619,0.272043,-95.7558,inf,15.5619,0.272043,-95.7558,213.808
204.262,-61.9426,-1.84219,inf,204.262,-61.9426,-1.84219,12.8134
15.5623,0.271063,-95.757,inf,15.5623,0.271063,-95.757,213.808
15.5624,0.271003,-95.7572,inf,15.5624,0.271003,-95.7572,213.808
15.5626,0.271016,-95.7576,inf,15.5626,0.271016,-95.7576,213.808
40.0183,-5.06781,-82.3909,inf,40.0183,-5.06781,-82.3909,185.476
15.5623,0.271152,-95.757,inf,15.5623,0.271152,-95.757,213.808
15.5623,0.27131,-95.7568,inf,15.5623,0.27131,-95.7568,213.808
15.5625,0.270825,-95.7573,inf,15.5625,0.270825,-95.7573,213.808
29.7746,-1.96872,-88.9894,inf,29.7746,-1.96872,-88.9894,197.997
147.345,-32.553,-22.2319,inf,147.345,-32.553,-22.2319,59.7599
126.162,-38.9301,-24.6138,inf,126.162,-38.9301,-24.6138,78.6153
77.295,-21.1092,-57.2467,inf,77.295,-21.1092,-57.2467,138.45
33.8825,-3.09519,-86.582,inf,33.8825,-3.09519,-86.582,193.11
33.8821,-3.09625,-86.5822,inf,33.8821,-3.09625,-86.5822,193.11
15.5625,0.270711,-95.7574,inf,15.5625,0.270711,-95.7574,213.808
15.5623,0.271125,-95.757,inf,15.5623,0.271125,-95.757,213.808
15.5605,0.274881,-95.7515,inf,15.5605,0.274881,-95.7515,213.808
15.5626,0.270866,-95.7575,inf,15.5626,0.270866,-95.7575,213.808
33.8825,-3.09515,-86.5818,inf,33.8825,-3.09515,-86.5818,193.11
126.161,-38.9331,-24.6133,inf,126.161,-38.9331,-24.6133,78.6156
15.5626,0.27087,-95.7575,inf,15.5626,0.27087,-95.7575,213.808
129.296,-39.0037,-22.1043,inf,129.296,-39.0037,-22.1043,74.8905
15.5606,0.274145,-95.752,inf,15.5606,0.274145,-95.752,213.808
15.5624,0.27099,-95.7571,inf,15.5624,0.27099,-95.7571,213.808
15.5626,0.270822,-95.7574,inf,15.5626,0.270822,-95.7574,213.808
98.4073,-32.6687,-43.1754,inf,98.4073,-32.6687,-43.1754,111.739
15.5622,0.271424,-95.7566,inf,15.5622,0.271424,-95.7566,213.808
15.5623,0.271438,-95.7569,inf,15.5623,0.271438,-95.7569,213.808
64.4751,-16.8824,-66.0784,inf,64.4751,-16.8824,-66.0784,154.37
15.5625,0.271231,-95.7574,inf,15.5625,0.271231,-95.7574,213.808
15.5625,0.270899,-95.7573,inf,15.5625,0.270899,-95.7573,213.808
15.5625,0.270987,-95.7572,inf,15.5625,0.270987,-95.7572,213.808
15.5625,0.271136,-95.7572,inf,15.5625,0.271136,-95.7572,213.808
15.5607,0.274206,-95.7521,inf,15.5607,0.274206,-95.7521,213.808
15.5623,0.2712,-95.7569,inf,15.5623,0.2712,-95.7569,213.808
15.5625,0.270992,-95.7574,inf,15.5625,0.270992,-95.7574,213.808
29.7745,-1.96801,-88.9885,inf,29.7745,-1.96801,-88.9885,197.997
77.2946,-21.1129,-57.2489,inf,77.2946,-21.1129,-57.2489,138.45
15.5606,0.274728,-95.7519,inf,15.5606,0.274728,-95.7519,213.808
15.5605,0.274705,-95.7516,inf,15.5605,0.274705,-95.7516,213.808
15.5625,0.270709,-95.7574,inf,15.5625,0.270709,-95.7574,213.808
15.5625,0.270875,-95.7573,inf,15.5625,0.270875,-95.7573,213.808
101.742,-32.3042,-41.5819,inf,101.742,-32.3042,-41.5819,108.152
67.1674,-17.7958,-64.8449,inf,67.1674,-17.7958,-64.8449,151.283
69.9574,-18.5285,-63.6422,inf,69.9574,-18.5285,-63.6422,148.162
204.723,-58.2544,-2.47968,inf,NULL,NULL,NULL,NULL
15.5625,0.27089,-95.7573,inf,15.5625,0.27089,-95.7573,213.808
162.237,-34.3295,-16.7403,inf,162.237,-34.3295,-16.7403,44.18
15.5622,0.271356,-95.7567,inf,15.5622,0.271356,-95.7567,213.808
15.5607,0.273956,-95.7524,inf,15.5607,0.273956,-95.7524,213.808
15.5625,0.270808,-95.7574,inf,15.5625,0.270808,-95.7574,213.808
15.5624,0.271013,-95.7571,inf,15.5624,0.271013,-95.7571,213.808
33.8825,-3.09493,-86.5816,inf,33.8825,-3.09493,-86.5816,193.11
15.5607,0.274217,-95.7523,inf,15.5607,0.274217,-95.7523,213.808
37.9741,-4.37167,-83.861,inf,37.9741,-4.37167,-83.861,188.061
15.5623,0.271081,-95.757,inf,15.5623,0.271081,-95.757,213.808
15.5605,0.274392,-95.7518,inf,15.5605,0.274392,-95.7518,213.808
204.919,-54.1701,-3.02218,inf,NULL,NULL,NULL,NULL
15.5625,0.270864,-95.7574,inf,15.5625,0.270864,-95.7574,213.808
15.5605,0.274505,-95.7517,inf,15.5605,0.274505,-95.7517,213.808
15.5625,0.270776,-95.7574,inf,15.5625,0.270776,-95.7574,213.808
15.5622,0.27132,-95.7567,inf,15.5622,0.27132,-95.7567,213.808
29.7746,-1.96785,-88.9885,inf,29.7746,-1.96785,-88.9885,197.997
86.2272,-28.3223,-48.8953,inf,86.2272,-28.3223,-48.8953,125.718
202.949,-50.8636,-3.99948,inf,NULL,NULL,NULL,NULL
15.5623,0.271112,-95.7568,inf,15.5623,0.271112,-95.7568,213.808
37.9744,-4.37111,-83.8609,inf,37.9744,-4.37111,-83.8609,188.061
15.5623,0.271403,-95.7568,inf,15.5623,0.271403,-95.7568,213.808
29.7747,-1.96827,-88.9893,inf,29.7747,-1.96827,-88.9893,197.997
204.721,-58.253,-2.4725,inf,NULL,NULL,NULL,NULL
15.5609,0.273636,-95.753,inf,15.5609,0.273636,-95.753,213.808
15.5626,0.271021,-95.7576,inf,15.5626,0.271021,-95.7576,213.808
107.685,-35.1779,-37.8509,inf,107.685,-35.1779,-37.8509,100.869
72.7893,-19.1396,-62.392,inf,72.7893,-19.1396,-62.392,145.009
15.5624,0.271199,-95.7569,inf,15.5624,0.271199,-95.7569,213.808
15.5608,0.273994,-95.7526,inf,15.5608,0.273994,-95.7526,213.808
83.1266,-27.4209,-50.137,inf,83.1266,-27.4209,-50.137,129.162
15.5624,0.270969,-95.7571,inf,15.5624,0.270969,-95.7571,213.808
165.932,-35.0176,-15.2226,inf,165.932,-35.0176,-15.2226,40.2102
15.5606,0.27481,-95.7517,inf,15.5606,0.27481,-95.7517,213.808
75.6301,-19.6852,-61.052,inf,75.6301,-19.6852,-61.052,141.825
191.54,-39.699,-5.42675,inf,191.54,-39.699,-5.42675,14.3922
15.5625,0.270912,-95.7573,inf,15.5625,0.270912,-95.7573,213.808
78.4664,-20.226,-59.6143,inf,78.4664,-20.226,-59.6143,138.603
29.7746,-1.96791,-88.9886,inf,29.7746,-1.96791,-88.9886,197.997
15.5624,0.27112,-95.757,inf,15.5624,0.27112,-95.757,213.808
113.837,-36.9024,-33.9134,inf,113.837,-36.9024,-33.9134,93.5186
81.3024,-20.7544,-58.0893,inf,81.3024,-20.7544,-58.0893,135.347
15.5609,0.273773,-95.753,inf,15.5609,0.273773,-95.753,213.808
15.5625,0.270767,-95.7574,inf,15.5625,0.270767,-95.7574,213.808
15.5624,0.27102,-95.7572,inf,15.5624,0.27102,-95.7572,213.808
15.5607,0.274069,-95.7524,inf,15.5607,0.274069,-95.7524,213.808
29.7745,-1.96856,-88.9887,inf,29.7745,-1.96856,-88.9887,197.997
72.7897,-19.1395,-62.3922,inf,72.7897,-19.1395,-62.3922,145.009
15.5622,0.271456,-95.7566,inf,15.5622,0.271456,-95.7566,213.808
29.7747,-1.96771,-88.9885,inf,29.7747,-1.96771,-88.9885,197.997
66.1055,-19.0692,-57.097,inf,66.1055,-19.0692,-57.097,148.81
162.236,-34.329,-16.7402,inf,162.236,-34.329,-16.7402,44.1805
29.7746,-1.96791,-88.9886,inf,29.7746,-1.96791,-88.9886,197.997
15.5625,0.270921,-95.7574,inf,15.5625,0.270921,-95.7574,213.808
15.5624,0.271133,-95.757,inf,15.5624,0.271133,-95.757,213.808
203.244,-65.466,-1.40515,inf,203.244,-65.466,-1.40515,15.865
68.5889,-20.7191,-55.5737,inf,68.5889,-20.7191,-55.5737,145.653
15.5605,0.274759,-95.7515,inf,15.5605,0.274759,-95.7515,213.808
15.5604,0.274689,-95.7514,inf,15.5604,0.274689,-95.7514,213.808
15.5625,0.271012,-95.7573,inf,15.5625,0.271012,-95.7573,213.808
15.5625,0.271026,-95.7573,inf,15.5625,0.271026,-95.7573,213.808
15.5623,0.271289,-95.7569,inf,15.5623,0.271289,-95.7569,213.808
15.5623,0.271275,-95.7569,inf,15.5623,0.271275,-95.7569,213.808
204.919,-54.1724,-3.02742,inf,NULL,NULL,NULL,NULL
202.951,-50.8614,-4.00136,inf,NULL,NULL,NULL,NULL
15.5606,0.274519,-95.752,inf,15.5606,0.274519,-95.752,213.808
15.5625,0.270855,-95.7573,inf,15.5625,0.270855,-95.7573,213.808
15.5626,0.270802,-95.7574,inf,15.5626,0.270802,-95.7574,213.808
15.5625,0.270946,-95.7573,inf,15.5625,0.270946,-95.7573,213.808
165.934,-35.0357,-15.2225,inf,165.934,-35.0357,-15.2225,40.2017
15.5607,0.274354,-95.7522,inf,15.5607,0.274354,-95.7522,213.808
15.5622,0.271609,-95.7565,inf,15.5622,0.271609,-95.7565,213.808
194.608,-42.3318,-5.33468,inf,194.608,-42.3318,-5.33468,10.7856
37.9744,-4.37107,-83.861,inf,37.9744,-4.37107,-83.861,188.061
84.1375,-21.2728,-56.4831,inf,84.1375,-21.2728,-56.4831,132.06
15.5619,0.271803,-95.7559,inf,15.5619,0.271803,-95.7559,213.808
15.5624,0.270957,-95.7571,inf,15.5624,0.270957,-95.7571,213.808
15.5624,0.270966,-95.7571,inf,15.5624,0.270966,-95.7571,213.808
101.488,-33.4489,-41.4169,inf,101.488,-33.4489,-41.4169,108.139
15.5625,0.27101,-95.7573,inf,15.5625,0.27101,-95.7573,213.808
200.015,-48.2041,-4.70886,inf,NULL,NULL,NULL,NULL
15.5622,0.271471,-95.7565,inf,15.5622,0.271471,-95.7565,213.808
35.9329,-3.70736,-85.2608,inf,35.9329,-3.70736,-85.2608,190.605
15.5624,0.271236,-95.757,inf,15.5624,0.271236,-95.757,213.808
15.5604,0.274524,-95.7513,inf,15.5604,0.274524,-95.7513,213.808
15.5605,0.27477,-95.7514,inf,15.5605,0.27477,-95.7514,213.808
15.5625,0.271141,-95.7573,inf,15.5625,0.271141,-95.7573,213.808
44.0442,-6.87058,-79.3,inf,44.0442,-6.87058,-79.3,180.197
204.924,-54.1691,-3.02387,inf,NULL,NULL,NULL,NULL
86.9529,-21.9821,-54.8277,inf,86.9529,-21.9821,-54.8277,128.727
15.5604,0.274547,-95.7513,inf,15.5604,0.274547,-95.7513,213.808
37.9634,-4.41278,-83.8622,inf,37.9634,-4.41278,-83.8622,188.061
15.5626,0.270916,-95.7574,inf,15.5626,0.270916,-95.7574,213.808
15.5624,0.271148,-95.7571,inf,15.5624,0.271148,-95.7571,213.808
15.562,0.271821,-95.7561,inf,15.562,0.271821,-95.7561,213.808
15.5625,0.271032,-95.7574,inf,15.5625,0.271032,-95.7574,213.808
15.5624,0.270902,-95.7571,inf,15.5624,0.270902,-95.7571,213.808
15.5625,0.270734,-95.7574,inf,15.5625,0.270734,-95.7574,213.808
15.5621,0.271516,-95.7563,inf,15.5621,0.271516,-95.7563,213.808
78.466,-20.2287,-59.6157,inf,78.466,-20.2287,-59.6157,138.603
76.9914,-24.8133,-51.5928,inf,76.9914,-24.8133,-51.5928,135.747
15.5606,0.274367,-95.7519,inf,15.5606,0.274367,-95.7519,213.808
165.933,-35.0375,-15.2215,inf,165.933,-35.0375,-15.2215,40.2013
31.8335,-2.51063,-87.8291,inf,31.8335,-2.51063,-87.8291,195.574
202.952,-50.8623,-4.00288,inf,NULL,NULL,NULL,NULL
15.5624,0.271084,-95.7571,inf,15.5624,0.271084,-95.7571,213.808
151.045,-32.5573,-20.7512,inf,151.045,-32.5573,-20.7512,55.9598
15.5626,0.27081,-95.7574,inf,15.5626,0.27081,-95.7574,213.808
15.5625,0.27081,-95.7574,inf,15.5625,0.27081,-95.7574,213.808
15.5624,0.271112,-95.7571,inf,15.5624,0.271112,-95.7571,213.808
15.5604,0.274561,-95.7513,inf,15.5604,0.274561,-95.7513,213.808
15.5624,0.271076,-95.757,inf,15.5624,0.271076,-95.757,213.808
15.5624,0.271136,-95.757,inf,15.5624,0.271136,-95.757,213.808
